anyone	3	0.0012160500	-0.0151061498
anything	3	0.0013961500	0.0065875527
anyway	2	0.0011479000	0.0028409474
apartment	1	0.0002516000	0.0046803136
apparent	1	0.0008627750	0.0063526048
apparently	1	0.0008367250	-0.0066973172
appeal	0	0.0000000000	0.0000000000
appear	0	0.0000000000	0.0000000000
appears	2	0.0012562750	-0.0161833810
applauded	1	0.0010619000	-0.0166041122
applause	1	0.0003834500	-0.0052703619
apples	0	0.0000000000	0.0000000000
arch	1	0.0006102000	-0.0049359133
arcs	1	0.0008242250	-0.0174492568
are	19	0.0074417000	-0.0137951899
aren	1	0.0001419250	0.0003730226
argentina	0	0.0000000000	0.0000000000
argument	1	0.0008002750	-0.0100707804
arise	1	0.0003003250	0.0046395945
aristocratic	0	0.0000000000	0.0000000000
aristocrats	0	0.0000000000	0.0000000000
armistead	4	0.0013573000	0.0321438588
arms	0	0.0000000000	0.0000000000
around	2	0.0005403500	0.0037691974
arrange	1	0.0005693250	0.0078311832
arrive	1	0.0007599250	-0.0060825943
arriving	1	0.0006102000	-0.0049359133
art	3	0.0016236500	-0.0021638008
artist	0	0.0000000000	0.0000000000
artistic	1	0.0003834500	-0.0052703619
artistically	0	0.0000000000	0.0000000000
arts	0	0.0000000000	0.0000000000
as	23	0.0088969250	0.0333127853
ashe	2	0.0005288250	0.0088901972
ashton	0	0.0000000000	0.0000000000
aside	0	0.0000000000	0.0000000000
asks	1	0.0003903000	0.0048814884
asleep	0	0.0000000000	0.0000000000
aspect	0	0.0000000000	0.0000000000
aspects	0	0.0000000000	0.0000000000
associates	1	0.0002516000	0.0046803136
assumed	0	0.0000000000	0.0000000000
astonishing	0	0.0000000000	0.0000000000
at	17	0.0070609250	-0.0410778329
atmosphere	0	0.0000000000	0.0000000000
attempt	3	0.0019774000	-0.0374497509
attempts	2	0.0008065500	0.0011919749
attendants	1	0.0003306750	0.0051084588
attention	1	0.0005693250	0.0078311832
attractive	0	0.0000000000	0.0000000000
audience	5	0.0027580000	0.0174934506
audiences	1	0.0003903000	0.0048814884
aunt	0	0.0000000000	0.0000000000
aural	1	0.0003377250	-0.0026396717
authentic	1	0.0003903000	0.0048814884
auto	1	0.0006102000	-0.0049359133
autobiography	1	0.0003408250	0.0070685758
automatically	1	0.0008242250	-0.0174492568
available	0	0.0000000000	0.0000000000
average	1	0.0003608000	0.0101674541
avoid	1	0.0003972750	0.0111953307
await	1	0.0001419250	0.0003730226
award	3	0.0006446750	0.0099465910
awards	1	0.0003306750	0.0051084588
aware	0	0.0000000000	0.0000000000
away	2	0.0017873500	0.0055513371
awful	1	0.0005351250	-0.0111062173
b	1	0.0006102000	-0.0049359133
babble	1	0.0002754500	-0.0051781316
bacall	2	0.0010410000	-0.0214598021
back	3	0.0010427500	0.0066269031
backdrop	1	0.0002501750	-0.0047029917
background	1	0.0001289000	0.0003387889
backgrounds	1	0.0002516000	0.0046803136
backlot	0	0.0000000000	0.0000000000
bad	7	0.0026507000	-0.0117755262
badly	1	0.0001289000	0.0003387889
bag	1	0.0016241750	-0.0365085135
baked	1	0.0002754500	-0.0051781316
baker	1	0.0002516000	0.0046803136
bang	1	0.0001419250	0.0003730226
bangs	0	0.0000000000	0.0000000000
banishes	0	0.0000000000	0.0000000000
banker	1	0.0001419250	0.0003730226
barely	2	0.0003910750	-0.0048945479
based	4	0.0010364500	0.0205278536
basic	1	0.0006134750	-0.0047949444
basically	1	0.0006870000	-0.0050195586
bath	1	0.0006945750	-0.0047031987
bathroom	1	0.0002516000	0.0050698684
battles	0	0.0000000000	0.0000000000
be	23	0.0070508750	-0.0161967618
beach	1	0.0003377250	-0.0026396717
bearable	1	0.0010935000	-0.0163728000
beat	0	0.0000000000	0.0000000000
beatings	0	0.0000000000	0.0000000000
beatles	0	0.0000000000	0.0000000000
beautiful	1	0.0006945750	-0.0047031987
beauty	0	0.0000000000	0.0000000000
because	8	0.0030212000	0.0088765620
becky	1	0.0002516000	0.0046803136
become	1	0.0001289000	0.0003387889
becomes	5	0.0016388750	0.0114102850
becoming	1	0.0003377250	-0.0026396717
bed	1	0.0010935000	-0.0163728000
been	13	0.0046461750	0.0185228715
before	5	0.0023564000	0.0221786722
begin	0	0.0000000000	0.0000000000
beginning	2	0.0011807000	-0.0150796830
behavior	1	0.0008242250	-0.0174492568
behind	1	0.0001289000	0.0003387889
beijing	0	0.0000000000	0.0000000000
being	10	0.0031029750	0.0224117544
believable	4	0.0014242250	0.0149148259
believe	3	0.0012121750	0.0166145720
belonging	1	0.0001419250	0.0003730226
belongs	2	0.0006548000	0.0090730190
ben	0	0.0000000000	0.0000000000
benefit	1	0.0003306750	0.0051084588
bergman	4	0.0038508750	-0.0596446297
berman	1	0.0002754500	-0.0051781316
bermuda	1	0.0001419250	0.0003730226
best	11	0.0036182000	0.0182806903
bet	1	0.0010063500	0.0202784662
beth	1	0.0003377250	-0.0026396717
better	9	0.0052675750	-0.0117078015
betty	0	0.0000000000	0.0000000000
between	3	0.0009643000	-0.0042339239
beyond	1	0.0005509000	-0.0103562632
biased	0	0.0000000000	0.0000000000
bicycle	0	0.0000000000	0.0000000000
big	1	0.0005275250	0.0093453931
biggest	1	0.0006102000	-0.0049359133
bike	0	0.0000000000	0.0000000000
bill	0	0.0000000000	0.0000000000
billies	0	0.0000000000	0.0000000000
bird	1	0.0008367250	-0.0066973172
bit	4	0.0012336250	0.0178363022
bitchy	1	0.0016241750	-0.0365085135
bits	1	0.0007314750	0.0113331821
bizarre	1	0.0003903000	0.0048814884
black	0	0.0000000000	0.0000000000
blaisdell	1	0.0025389750	-0.0480785133
blame	2	0.0013576500	-0.0134180008
bland	1	0.0001419250	0.0003730226
blazing	2	0.0008972500	0.0164516627
bleeds	1	0.0007363250	0.0130443990
bleibtreau	1	0.0003219500	-0.0061786703
bless	1	0.0003408250	0.0070685758
blindness	1	0.0003306750	0.0051084588
blockbuster	1	0.0006347250	-0.0131733591
blonde	0	0.0000000000	0.0000000000
blood	0	0.0000000000	0.0000000000
bloody	0	0.0000000000	0.0000000000
blow	1	0.0006556000	-0.0136060067
blue	0	0.0000000000	0.0000000000
board	1	0.0001289000	0.0003387889
bobby	6	0.0016297750	0.0301424818
bodies	1	0.0001419250	0.0003730226
body	0	0.0000000000	0.0000000000
boiler	1	0.0002516000	0.0046803136
bolt	2	0.0022681500	0.0440759975
bombed	1	0.0003408250	0.0070685758
bondage	1	0.0003834500	-0.0052703619
bonus	1	0.0005693250	0.0078311832
book	3	0.0012648000	0.0205483222
boost	0	0.0000000000	0.0000000000
boot	1	0.0003049250	0.0076088598
bored	1	0.0003219500	-0.0061786703
boredom	1	0.0007268250	-0.0091464746
boring	5	0.0018932000	-0.0306633163
born	1	0.0003903000	0.0048814884
boss	1	0.0007363250	0.0130443990
boston	0	0.0000000000	0.0000000000
both	3	0.0011213750	0.0174019408
bother	0	0.0000000000	0.0000000000
bothered	0	0.0000000000	0.0000000000
bottom	2	0.0006547750	-0.0107917403
bounced	1	0.0003219500	-0.0061786703
bound	0	0.0000000000	0.0000000000
boy	9	0.0039745000	0.0386449749
boyfriend	3	0.0010747250	-0.0030501506
boyz	0	0.0000000000	0.0000000000
bracelet	1	0.0002516000	0.0050698684
brain	0	0.0000000000	0.0000000000
brains	1	0.0007218500	-0.0149809273
branagh	1	0.0003377250	-0.0026396717
brand	1	0.0001419250	0.0003730226
brass	0	0.0000000000	0.0000000000
brassy	0	0.0000000000	0.0000000000
break	0	0.0000000000	0.0000000000
breaks	0	0.0000000000	0.0000000000
brian	1	0.0010619000	-0.0166041122
bridges	0	0.0000000000	0.0000000000
brie	1	0.0002754500	-0.0051781316
brief	1	0.0006102000	-0.0049359133
briefly	1	0.0009688000	-0.0139066999
bright	0	0.0000000000	0.0000000000
brilliant	3	0.0011886250	0.0158358256
brilliantly	1	0.0003408250	0.0070685758
bring	0	0.0000000000	0.0000000000
bristish	0	0.0000000000	0.0000000000
britain	0	0.0000000000	0.0000000000
british	0	0.0000000000	0.0000000000
bro	0	0.0000000000	0.0000000000
bromwell	1	0.0031554750	0.0153250959
brooks	3	0.0034651750	0.0259377682
brother	1	0.0003377250	-0.0026396717
brought	0	0.0000000000	0.0000000000
brutal	2	0.0010100750	-0.0091725821
bubble	1	0.0006945750	-0.0047031987
buddy	0	0.0000000000	0.0000000000
buenos	0	0.0000000000	0.0000000000
buffs	1	0.0006102000	-0.0049359133
building	0	0.0000000000	0.0000000000
buildings	1	0.0002516000	0.0050698684
bullshit	0	0.0000000000	0.0000000000
bunch	1	0.0001419250	0.0003730226
burn	1	0.0007889000	0.0038314257
burning	0	0.0000000000	0.0000000000
bus	0	0.0000000000	0.0000000000
business	1	0.0006102000	-0.0049359133
businessman	1	0.0001419250	0.0003730226
busy	1	0.0003903000	0.0048814884
but	28	0.0094091000	-0.0231447310
by	20	0.0060459000	0.0174352565
c	1	0.0002924000	-0.0056115645
caddie	0	0.0000000000	0.0000000000
caddies	0	0.0000000000	0.0000000000
caddy	0	0.0000000000	0.0000000000
called	2	0.0012958000	0.0035705281
came	4	0.0015204500	0.0009609373
cameo	0	0.0000000000	0.0000000000
camera	2	0.0007805500	-0.0041934831
can	15	0.0058329250	-0.0218065909
canadian	1	0.0006817750	0.0060557057
canceled	0	0.0000000000	0.0000000000
cannavale	6	0.0020505000	0.0394961534
cannon	1	0.0008907250	0.0000030471
cannot	1	0.0011529250	-0.0218320070
capable	0	0.0000000000	0.0000000000
captivated	2	0.0006548000	0.0090730190
captures	1	0.0003972750	0.0111953307
car	3	0.0030652250	-0.0431456746
carbon	0	0.0000000000	0.0000000000
care	1	0.0002881000	-0.0039598155
career	1	0.0005003250	-0.0094055135
careers	0	0.0000000000	0.0000000000
careful	1	0.0002516000	0.0046803136
cares	1	0.0003972750	0.0111953307
caretaker	1	0.0003408250	0.0070685758
cargo	1	0.0001419250	0.0003730226
caring	1	0.0003377250	-0.0026396717
carl	1	0.0003377250	-0.0026396717
carlin	1	0.0002516000	0.0050698684
carmen	0	0.0000000000	0.0000000000
carnivale	0	0.0000000000	0.0000000000
carries	1	0.0016241750	-0.0365085135
carry	1	0.0007945250	0.0223899569
carter	1	0.0003834500	-0.0052703619
cartoon	1	0.0007889000	0.0038314257
casablanca	0	0.0000000000	0.0000000000
case	3	0.0023825000	-0.0291080153
cast	9	0.0033441750	-0.0165233931
casting	1	0.0006643250	0.0102927868
catholic	0	0.0000000000	0.0000000000
caught	0	0.0000000000	0.0000000000
cause	1	0.0002516000	0.0050698684
caused	1	0.0002754500	-0.0051781316
causes	1	0.0003903000	0.0048814884
ceiling	0	0.0000000000	0.0000000000
celebrated	1	0.0003306750	0.0051084588
celebrates	0	0.0000000000	0.0000000000
celebrities	1	0.0002516000	0.0046803136
celebrity	1	0.0003377250	-0.0026396717
cell	0	0.0000000000	0.0000000000
cemeteries	0	0.0000000000	0.0000000000
central	0	0.0000000000	0.0000000000
century	0	0.0000000000	0.0000000000
ceremony	1	0.0010935000	-0.0163728000
certain	2	0.0010061750	0.0096625175
certainly	2	0.0017337000	0.0150192777
challenge	0	0.0000000000	0.0000000000
chambers	1	0.0002839500	0.0007463081
chance	1	0.0003608000	0.0101674541
change	3	0.0013642500	0.0061062857
changing	1	0.0003608000	0.0101674541
chantings	1	0.0009688000	-0.0139066999
chaperone	1	0.0006102000	-0.0049359133
character	8	0.0030508750	-0.0022791636
characteristic	1	0.0009127000	0.0103090329
characterization	1	0.0003306750	0.0051084588
characters	6	0.0021837500	-0.0099808298
charisma	1	0.0007777500	-0.0056041827
charlie	2	0.0035810500	-0.0705872430
charlotte	0	0.0000000000	0.0000000000
charming	0	0.0000000000	0.0000000000
cheap	2	0.0012835250	0.0157926849
cheats	1	0.0006102000	-0.0049359133
check	0	0.0000000000	0.0000000000
cheese	1	0.0002754500	-0.0051781316
cheesy	0	0.0000000000	0.0000000000
chef	1	0.0007777500	-0.0056041827
chemistry	1	0.0007777500	-0.0056041827
child	1	0.0002560750	0.0053108943
childhood	0	0.0000000000	0.0000000000
chilling	1	0.0003408250	0.0070685758
chilly	1	0.0003357500	0.0083780427
chinese	0	0.0000000000	0.0000000000
chock	1	0.0003377250	-0.0026396717
choices	2	0.0007932250	0.0106315757
chopped	1	0.0003306750	0.0051084588
chose	1	0.0002754500	-0.0051781316
christ	0	0.0000000000	0.0000000000
christopher	1	0.0001419250	0.0003730226
cigarettes	1	0.0002754500	-0.0051781316
cinderella	0	0.0000000000	0.0000000000
cinematography	1	0.0007278750	-0.0104483270
circle	1	0.0008002750	-0.0100707804
circumstance	0	0.0000000000	0.0000000000
citizen	1	0.0008907250	0.0000030471
city	2	0.0006921250	0.0105484911
class	1	0.0005733250	-0.0072148076
classic	5	0.0019855000	0.0239745991
classics	1	0.0007363250	0.0130443990
clear	2	0.0009499250	0.0116750487
clearly	0	0.0000000000	0.0000000000
clever	1	0.0006347250	-0.0131733591
clich	0	0.0000000000	0.0000000000
cliched	0	0.0000000000	0.0000000000
climactic	1	0.0006102000	-0.0049359133
climax	1	0.0006817750	0.0060557057
close	3	0.0013505000	0.0129078849
closer	1	0.0007889000	0.0038314257
closet	0	0.0000000000	0.0000000000
clothes	1	0.0007363250	0.0130443990
clothing	0	0.0000000000	0.0000000000
cloud	0	0.0000000000	0.0000000000
club	1	0.0012694250	-0.0240380732
clubs	0	0.0000000000	0.0000000000
clueless	1	0.0006945750	-0.0047031987
clumsy	1	0.0002924000	-0.0056115645
cluttered	0	0.0000000000	0.0000000000
co	3	0.0005779750	0.0106449488
coaxed	0	0.0000000000	0.0000000000
cocked	0	0.0000000000	0.0000000000
cocky	0	0.0000000000	0.0000000000
collete	2	0.0010885250	0.0133784998
collette	8	0.0044863750	0.0765983427
colors	1	0.0013148250	-0.0009365680
comatose	1	0.0003219500	-0.0061786703
combine	1	0.0016483750	-0.0307628482
come	4	0.0038230500	-0.0399183650
comeback	0	0.0000000000	0.0000000000
comedic	2	0.0010935250	0.0140077903
comedies	2	0.0011185250	0.0064227121
comedy	5	0.0049476250	-0.0779364369
comes	1	0.0002676750	-0.0020921582
comic	2	0.0007040500	0.0079738501
comical	1	0.0003903000	0.0048814884
coming	1	0.0006377500	-0.0046597140
commendable	1	0.0008627750	0.0063526048
commenters	1	0.0006817750	0.0060557057
comments	2	0.0009646500	0.0149323813
commercials	0	0.0000000000	0.0000000000
commit	1	0.0006102000	-0.0049359133
companion	1	0.0003219500	-0.0061786703
compared	1	0.0002516000	0.0050698684
compel	0	0.0000000000	0.0000000000
compelling	2	0.0009780000	-0.0076482789
compels	1	0.0003357500	0.0083780427
compete	0	0.0000000000	0.0000000000
competing	0	0.0000000000	0.0000000000
complaining	1	0.0007218500	-0.0149809273
complaint	2	0.0012628500	0.0126796093
complete	1	0.0007274000	0.0053558399
completely	3	0.0024857500	-0.0230567392
complex	0	0.0000000000	0.0000000000
computer	1	0.0002516000	0.0050698684
concept	1	0.0003408250	0.0070685758
concerned	1	0.0006102000	-0.0049359133
concerns	1	0.0012694250	-0.0240380732
concorde	1	0.0001419250	0.0003730226
condensed	1	0.0008002750	-0.0100707804
conditions	0	0.0000000000	0.0000000000
confirmed	1	0.0003408250	0.0070685758
conflicted	1	0.0002516000	0.0046803136
confused	1	0.0003095500	0.0064199447
confusion	0	0.0000000000	0.0000000000
connect	1	0.0002754500	-0.0051781316
connection	2	0.0004177250	-0.0000862379
consideration	1	0.0003306750	0.0051084588
considered	2	0.0017255750	-0.0233348157
consistencies	0	0.0000000000	0.0000000000
constant	1	0.0003903000	0.0048814884
constantly	1	0.0003095500	0.0064199447
contact	1	0.0005170750	0.0071124736
contained	0	0.0000000000	0.0000000000
contains	0	0.0000000000	0.0000000000
contemplates	0	0.0000000000	0.0000000000
contemporaneous	1	0.0010619000	-0.0166041122
contempt	1	0.0002754500	-0.0051781316
content	1	0.0007462750	0.0109007462
context	0	0.0000000000	0.0000000000
contracted	1	0.0003408250	0.0070685758
contrary	1	0.0010619000	-0.0166041122
control	1	0.0001289000	0.0003387889
convinced	1	0.0007777500	-0.0056041827
convincing	0	0.0000000000	0.0000000000
convincingly	0	0.0000000000	0.0000000000
cooking	0	0.0000000000	0.0000000000
cool	0	0.0000000000	0.0000000000
cop	0	0.0000000000	0.0000000000
copy	1	0.0003067250	-0.0023973745
core	2	0.0011748000	0.0050735159
corn	1	0.0007363250	0.0130443990
corpses	0	0.0000000000	0.0000000000
correct	1	0.0003306750	0.0051084588
correspondence	1	0.0002516000	0.0046803136
corruption	1	0.0010935000	-0.0163728000
cosmopolitan	1	0.0002754500	-0.0051781316
costner	0	0.0000000000	0.0000000000
costume	0	0.0000000000	0.0000000000
cottage	0	0.0000000000	0.0000000000
could	14	0.0048160250	0.0102177245
couldn	2	0.0009271250	-0.0099337599
counselors	1	0.0003903000	0.0048814884
counter	0	0.0000000000	0.0000000000
countless	0	0.0000000000	0.0000000000
country	1	0.0003482750	-0.0047868960
couple	3	0.0011559250	0.0002761806
courage	0	0.0000000000	0.0000000000
course	1	0.0001016750	0.0002672332
cowardice	1	0.0006945750	-0.0047031987
crap	2	0.0008761750	-0.0038881239
crashing	1	0.0002839500	0.0007463081
crawford	0	0.0000000000	0.0000000000
crawfords	0	0.0000000000	0.0000000000
crazed	0	0.0000000000	0.0000000000
crazy	1	0.0009688000	-0.0139066999
create	1	0.0003834500	-0.0052703619
creating	0	0.0000000000	0.0000000000
creation	0	0.0000000000	0.0000000000
creative	0	0.0000000000	0.0000000000
creature	1	0.0012694250	-0.0240380732
credit	0	0.0000000000	0.0000000000
credits	1	0.0001289000	0.0003387889
creepy	3	0.0009709000	0.0148551687
crew	1	0.0001419250	0.0003730226
cringe	0	0.0000000000	0.0000000000
critically	1	0.0003306750	0.0051084588
criticism	0	0.0000000000	0.0000000000
critics	1	0.0021239250	-0.0332101789
cross	1	0.0001419250	0.0003730226
crush	1	0.0007363250	0.0130443990
crust	0	0.0000000000	0.0000000000
cry	1	0.0003095500	0.0064199447
crying	0	0.0000000000	0.0000000000
cryptic	1	0.0009688000	-0.0139066999
cube	0	0.0000000000	0.0000000000
cues	0	0.0000000000	0.0000000000
cuff	0	0.0000000000	0.0000000000
culinary	1	0.0007777500	-0.0056041827
culkin	6	0.0028653500	0.0461848041
cullum	2	0.0005829750	0.0086840273
cult	1	0.0003408250	0.0070685758
cultural	1	0.0009644500	-0.0150803616
culture	0	0.0000000000	0.0000000000
curiosity	1	0.0003377250	-0.0026396717
current	0	0.0000000000	0.0000000000
curse	0	0.0000000000	0.0000000000
cut	7	0.0022453750	0.0167122540
cutest	0	0.0000000000	0.0000000000
d	5	0.0025671000	-0.0026707534
dad	1	0.0005542000	-0.0044829288
dafoe	1	0.0006347250	-0.0131733591
damage	1	0.0002754500	-0.0051781316
damn	1	0.0007462750	0.0109007462
dance	0	0.0000000000	0.0000000000
dancer	1	0.0002285000	0.0046043916
dancing	1	0.0006556000	-0.0136060067
danger	1	0.0001419250	0.0003730226
dangerous	1	0.0003408250	0.0070685758
dark	7	0.0028180250	-0.0093352761
darkness	1	0.0003608000	0.0101674541
dated	1	0.0001419250	0.0003730226
daughter	1	0.0001419250	0.0003730226
dawson	1	0.0007564250	-0.0055268116
day	2	0.0004670750	0.0019258536
days	2	0.0006823750	0.0172812335
dc	1	0.0003834500	-0.0052703619
dead	1	0.0001196500	0.0003144771
deadly	1	0.0003306750	0.0051084588
deaf	0	0.0000000000	0.0000000000
deafening	1	0.0003377250	-0.0026396717
deal	0	0.0000000000	0.0000000000
deals	0	0.0000000000	0.0000000000
death	3	0.0008043250	-0.0006316448
debut	0	0.0000000000	0.0000000000
decade	1	0.0003408250	0.0070685758
decades	1	0.0003903000	0.0048814884
decent	2	0.0006341000	-0.0038469136
decide	2	0.0019128500	-0.0279146013
decides	2	0.0005334250	0.0118594626
deciding	1	0.0002516000	0.0050698684
decrescendos	1	0.0003219500	-0.0061786703
deepening	1	0.0003903000	0.0048814884
defined	1	0.0002754500	-0.0051781316
definitely	4	0.0019052500	0.0046213922
defying	1	0.0006102000	-0.0049359133
deleted	1	0.0003306750	0.0051084588
delight	0	0.0000000000	0.0000000000
delightful	0	0.0000000000	0.0000000000
deliver	1	0.0003219500	-0.0061786703
delivers	1	0.0002924000	-0.0056115645
delivery	1	0.0006817750	0.0060557057
demands	0	0.0000000000	0.0000000000
demeanor	1	0.0016241750	-0.0365085135
demme	0	0.0000000000	0.0000000000
demolition	1	0.0007363250	0.0130443990
demonstration	0	0.0000000000	0.0000000000
denise	2	0.0021059250	-0.0374291036
depalma	1	0.0010619000	-0.0166041122
department	0	0.0000000000	0.0000000000
departure	1	0.0002285000	0.0042506028
depicted	0	0.0000000000	0.0000000000
depicting	0	0.0000000000	0.0000000000
depicts	1	0.0003903000	0.0048814884
depression	0	0.0000000000	0.0000000000
depth	1	0.0002501750	-0.0047029917
derange	1	0.0002516000	0.0046803136
descent	2	0.0015030000	-0.0097010589
deserve	1	0.0002787750	0.0043066776
deserved	0	0.0000000000	0.0000000000
deserves	1	0.0013897250	-0.0259357848
design	2	0.0007845000	-0.0132672178
designers	0	0.0000000000	0.0000000000
desire	0	0.0000000000	0.0000000000
desired	1	0.0010419250	0.0009060697
despair	1	0.0003903000	0.0048814884
desperate	3	0.0011990500	-0.0049095207
desperately	0	0.0000000000	0.0000000000
desperation	1	0.0002516000	0.0046803136
despite	3	0.0010463500	0.0012609552
destroyed	0	0.0000000000	0.0000000000
detail	1	0.0003357500	0.0083780427
detailing	1	0.0003357500	0.0083780427
details	0	0.0000000000	0.0000000000
determination	0	0.0000000000	0.0000000000
determine	1	0.0007462750	0.0109007462
detract	0	0.0000000000	0.0000000000
developing	0	0.0000000000	0.0000000000
development	1	0.0009931250	-0.0148699012
device	0	0.0000000000	0.0000000000
devious	1	0.0002516000	0.0046803136
devoid	1	0.0008002750	-0.0100707804
dialog	1	0.0003377250	-0.0026396717
dialogue	4	0.0015102250	-0.0241380664
dickens	1	0.0003377250	-0.0026396717
did	9	0.0031000750	0.0060349890
didn	6	0.0027404250	-0.0143381264
died	0	0.0000000000	0.0000000000
dies	0	0.0000000000	0.0000000000
differences	0	0.0000000000	0.0000000000
different	2	0.0007039500	0.0089352208
difficult	0	0.0000000000	0.0000000000
diggers	1	0.0007363250	0.0130443990
dignified	0	0.0000000000	0.0000000000
dignity	1	0.0002924000	-0.0056115645
dilemma	1	0.0001419250	0.0003730226
dillane	0	0.0000000000	0.0000000000
dime	0	0.0000000000	0.0000000000
dimensional	1	0.0003219500	-0.0061786703
dinner	1	0.0010935000	-0.0163728000
dir	1	0.0002516000	0.0046803136
directed	4	0.0008456500	0.0085527906
directing	1	0.0005848750	-0.0112245684
direction	5	0.0020866500	-0.0054063804
directly	1	0.0008289250	0.0093627864
director	9	0.0043149750	0.0262710548
